Position,Candidate,Party,Votes,% Vote Share,Registered Votes,Valid Votes,Rejected  Votes,Turnout,constituency,Assembly,Year
7,Khursheed Ahmed Qureshi,ANP,963,1.27,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
8,Muhammad Muqeem,JI,749,0.99,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
9,Muhammad Imran,PST,513,0.68,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
10,Allamarajab Ali Naeemi,JUP-Noorani,220,0.29,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
11,Umer Jan,IND,101,0.13,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
12,Noor Muhammad,IND,95,0.13,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
13,Altaf Hussain Mengal,IND,95,0.13,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
14,Shafique Butt Advocate,IND,82,0.11,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
15,Fazal Naeem,IND,67,0.09,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
16,Syed Shakir Ali,IND,60,0.08,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
17,Ejaz Ahmed Kaghani,TSH,53,0.07,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
18,Abdul Shakoor Waheed,PKMAP,32,0.04,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
19,Bacha Gul Khan,PKMAP,31,0.04,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
20,Muhammad Tahseen Qurshi,IND,30,0.04,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
21,Doctor Muhammad Akber,IND,27,0.04,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
22,Shahid Ayaz Khan,IND,12,0.02,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
23,Adnan Siddiq,IND,9,0.01,132709,75143,517,57%,PS-92 Karachi-IV,Sindh,2013
Winner,Syed Hafeezuddin,PTI,15432,24.7,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
2,Abdul Razzaque,JI,10960,17.54,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
3,Mohammad Fayyaz,MDM,9704,15.53,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
4,Basheer Ahmed,IND,9664,15.47,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
5,Shafeeque Dad,MQM,9065,14.51,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
6,Syed Akber Shah Hashmi,JUI,3365,5.39,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
7,Siddique Akber,PPPP,1202,1.92,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
8,Yousufur Rahman Afridi,PML-N,423,0.68,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
9,Muhammad Sikandar Khan,PKMAP,379,0.61,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
10,Abdul Hafeez Khan,IND,306,0.49,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
11,Abdul Malang Khan,IND,172,0.28,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
12,Muhammad Atiq Qureshi,IND,137,0.22,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
13,Rehmanuddin,IND,131,0.21,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
14,Abdullah Khan,IND,102,0.16,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
15,Malik Zada Khan,IND,56,0.09,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
16,Rujhanullah,IND,51,0.08,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
17,Samiul Bari Khan,APML,42,0.07,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
18,Abdul Qayoom Khan,TSH,37,0.06,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
19,Ali Afsar Tanoli,TSH,37,0.06,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
20,Bashir Ahmed,ANP,21,0.03,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
21,Essa Khan,IND,16,0.03,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
22,Mohammad Zakir,PFP-Falah,11,0.02,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
23,Ghazan Khan Shamzai,IND,11,0.02,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
24,Fazal Wahab,IND,11,0.02,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
25,Abdul Sattar,IND,7,0.01,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
26,Badshah Khan,IND,7,0.01,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
27,Dawa Khan,IND,6,0.01,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
28,Shah Faisal,IND,5,0.01,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
29,Syed Ismail Shah,IND,4,0.01,147056,61656,1116,43%,PS-93 Karachi-V,Sindh,2013
Winner,Saifuddin Khalid,MQM,85445,81.19,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
2,Asif Aziz,PTI,5800,5.51,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
3,Maulana Dr. Ali Akbar Hanfi,MDM,4625,4.39,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
4,Muhammad Mukhtiar Bin Hamid,JI,3906,3.71,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
5,Aamir Shahzad,ANP,1527,1.45,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
6,Rashid Yousuf Bloch,PPPP,1315,1.25,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
7,Dawood Khan,IND,900,0.86,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
8,Saman Ali,MWMP,385,0.37,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
9,Muhammad Nasir Azeem,APML,134,0.13,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
10,Muhammad Arif Khan,MQMP,68,0.06,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
11,Hafiz Muhammad Saleem Siddiqui,IND,60,0.06,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
12,Imtiaz Ahmed Khan,IND,34,0.03,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
13,Rana Gulzar Taj,IND,18,0.02,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
14,Sarfraz Ahmed,IND,13,0.01,165805,104230,1014,63%,PS-94 Karachi-VI,Sindh,2013
Winner,Muzahair Ameer Khan,MQM,59078,74.54,129234,77738,1516,61%,PS-96 Karachi-VIII,Sindh,2013
2,Abdullah,MDM,5565,7.02,129234,77738,1516,61%,PS-96 Karachi-VIII,Sindh,2013
3,Mian Jehan Zada,PTI,4506,5.69,129234,77738,1516,61%,PS-96 Karachi-VIII,Sindh,2013
4,Ayaz Ali,IND,3765,4.75,129234,77738,1516,61%,PS-96 Karachi-VIII,Sindh,2013
5,Abdul Qadeem,JUI,2124,2.68,129234,77738,1516,61%,PS-96 Karachi-VIII,Sindh,2013
6,Mujeeb Ur Rehman Bamikhail,PPPP,2076,2.62,129234,77738,1516,61%,PS-96 Karachi-VIII,Sindh,2013
7,Wasiullah Siddique,JI,379,0.48,129234,77738,1516,61%,PS-96 Karachi-VIII,Sindh,2013
8,Sadiq Hussain,IND,86,0.11,129234,77738,1516,61%,PS-96 Karachi-VIII,Sindh,2013
9,Dr.Mohammad Ismail,IND,50,0.06,129234,77738,1516,61%,PS-96 Karachi-VIII,Sindh,2013
10,Nagina,IND,47,0.06,129234,77738,1516,61%,PS-96 Karachi-VIII,Sindh,2013
11,Abdul Razzak,IND,35,0.04,129234,77738,1516,61%,PS-96 Karachi-VIII,Sindh,2013
12,Mohammad Shoaib,IND,27,0.03,129234,77738,1516,61%,PS-96 Karachi-VIII,Sindh,2013
Winner,Sheikh Abdullah,MQM,77964,65.67,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
2,Hafiz Abdul Berr,PML-N,8556,7.21,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
3,Abdul Majeed,JI,7071,5.96,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
4,Muhammad Mushtaq,IND,6297,5.3,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
5,Muhammad Jumman Darwan,PPPP,6196,5.22,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
6,Abdul Lateef Rind,PML,4481,3.77,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
7,Imran Khan,IND,1842,1.55,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
8,Hafiz Ahmed Ali,MDM,1735,1.46,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
9,Sarwar Iqbal,IND,1055,0.89,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
10,Mirza Tariq Pervaiz,PML-F,620,0.52,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
11,Abdul Majid,IND,484,0.41,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
12,Muhammad Shahid,IND,184,0.15,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
13,Mst Parveen,APML,164,0.14,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
14,Aziz Ur Rehman,IND,148,0.12,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
15,Ameer Hussain,PMA,111,0.09,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
16,Asghar Ali,IND,65,0.05,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
17,Dawood Khan,IND,60,0.05,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
18,Abdul Nabi,IND,50,0.04,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
19,Abdul Razzak Jilani,IND,47,0.04,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
20,Muhammad Ali,QWP,45,0.04,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
21,Mst Zarina Shaheen,IND,23,0.02,238191,117198,1529,50%,PS-97 Karachi-IX,Sindh,2013
Winner,Waseem Qureshi,MQM,86049,77.37,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
2,Shahid,PTI,18948,17.04,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
3,Moulana Mufti Shamshad Ur Rehman,JUI,1267,1.14,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
4,Umer Farooq Qureshi,IND,798,0.72,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
5,Dr Muhammad Nasir Khan,PPPP,469,0.42,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
6,Nizam Ud Din Hero,IND,127,0.11,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
7,Syed Mehdi Hassan Zaidi,APML,55,0.05,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
8,Abdul Hameed Khan Advocate,RPMWP,53,0.05,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
9,Muhammad Shakir Rathor,PFP-Falah,48,0.04,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
10,Maqsood A Khan,IND,22,0.02,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
11,Muhammad Khan Afridi,IND,12,0.01,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
12,Imdad Hussain Khan,IND,11,0.01,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
13,Umair Idrees,IND,4,0,187236,107863,3350,59%,PS-98 Karachi-X,Sindh,2013
Winner,Khawaja Izhar Ul Hassan,MQM,86033,86.86,155484,97198,1853,64%,PS-99 Karachi-XI,Sindh,2013
2,M Saleem Ghori,PTI,9336,9.43,155484,97198,1853,64%,PS-99 Karachi-XI,Sindh,2013
3,Rahat Hussain Siddiqui,PML-N,934,0.94,155484,97198,1853,64%,PS-99 Karachi-XI,Sindh,2013
4,Sohail Sami Dehalvi Arain,PPPP,742,0.75,155484,97198,1853,64%,PS-99 Karachi-XI,Sindh,2013
5,Dr Muhammad Naveed Saleem Advocate,IND,47,0.05,155484,97198,1853,64%,PS-99 Karachi-XI,Sindh,2013
6,Muhammad Kachhi,IND,31,0.03,155484,97198,1853,64%,PS-99 Karachi-XI,Sindh,2013
7,Muhammad Naseem,IND,30,0.03,155484,97198,1853,64%,PS-99 Karachi-XI,Sindh,2013
8,Nawab Khan Bozdar,IND,27,0.03,155484,97198,1853,64%,PS-99 Karachi-XI,Sindh,2013
9,Syed Absar Ul Hassan,IND,18,0.02,155484,97198,1853,64%,PS-99 Karachi-XI,Sindh,2013
Winner,Muhammad Aadil Siddiqui,MQM,78785,80.71,154476,96553,1061,63%,PS-100 Karachi-XII,Sindh,2013
2,Anwar Hussain Alias Annu,IND,7589,7.77,154476,96553,1061,63%,PS-100 Karachi-XII,Sindh,2013
3,Ahmed Qari,JI,6845,7.01,154476,96553,1061,63%,PS-100 Karachi-XII,Sindh,2013
4,Muhammad Tayyab Hussain Qadri,PST,1548,1.59,154476,96553,1061,63%,PS-100 Karachi-XII,Sindh,2013
5,Syed Muhammad Nomanul Haq,IND,972,1,154476,96553,1061,63%,PS-100 Karachi-XII,Sindh,2013
6,Ashfaq Qadri,PPPP,558,0.57,154476,96553,1061,63%,PS-100 Karachi-XII,Sindh,2013
7,Mansoor Ahmed Chipa,IND,102,0.1,154476,96553,1061,63%,PS-100 Karachi-XII,Sindh,2013
8,Razia Sultana,IND,75,0.08,154476,96553,1061,63%,PS-100 Karachi-XII,Sindh,2013
9,Moulana Abdul Waheed,IND,42,0.04,154476,96553,1061,63%,PS-100 Karachi-XII,Sindh,2013
10,Muhammad Zulfiqar,IND,37,0.04,154476,96553,1061,63%,PS-100 Karachi-XII,Sindh,2013
Winner,Jamal Ahmed,MQM,46174,56.01,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
2,Abdul Rehman Kakarh,PTI,19159,23.24,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
3,Muhammad Naseem Siddiqui,JI,9292,11.27,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
4,Atif Mushtaq Baloch,PPPP,789,0.96,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
5,Khalid Jamal Siddiqui,PFP-Falah,487,0.59,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
6,Farhan Ahmed Khan,IND,433,0.53,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
7,Muhammad Riaz Haider,IND,388,0.47,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
8,Peerzada Muhammad Anwar Shah,PML,49,0.06,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
9,Muhammad Faisal Khan Sherwani,IND,45,0.05,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
10,Jamal Nasir,IND,41,0.05,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
11,Muhammad Ali Khan Sherwani,APML,23,0.03,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
12,Taj Muhammad Khan,IND,12,0.01,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
13,Muhammad Hammad,IND,11,0.01,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
14,Aamir Hussain Siddiqui,IND,11,0.01,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
15,Muhammad Hashim Khan,PKMAP,10,0.01,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
16,Shakeel Khan Afridi,IND,8,0.01,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
17,Shahbaz Ahmed Ghouri,IND,7,0.01,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
18,Sohail Azhar Daar,IND,7,0.01,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
19,Syed Ahmed Ali,IND,4,0,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
20,Zareena Shaheen,IND,2,0,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
21,Muhammad Aslam Urf Ali Jan,IND,1,0,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
22,Najam Idrees Khan,IND,,0,157677,76957,5483,52%,PS-101 Karachi-XIII,Sindh,2013
Winner,Syed Anwer Raza Naqvi,MQM,63291,65.42,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
2,Muhammad Idrees,PTI,13496,13.95,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
3,Syed Muhammad Iqbal,JI,6212,6.42,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
4,Moulana Syed Ali Anwer Jafferi,MWMP,3296,3.41,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
5,Syed Asghar Abbas,PPPP,676,0.7,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
6,Fasi Ur Rehman,IND,167,0.17,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
7,Tariq Mehboob,SIC,155,0.16,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
8,Malik Matloob Ali Awan,PST,75,0.08,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
9,Syed Atif Shamim,IND,62,0.06,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
10,Syed Babar Anees,IND,26,0.03,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
11,Sohail Qadeer Pasha,IND,16,0.02,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
12,Muhammad Ishaq Khan,IND,13,0.01,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
13,Rehan Kaleem,IND,6,0.01,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
14,Ishaq Khan Khattak,IND,1,0,164258,87483,9258,59%,PS-102 Karachi-XIV,Sindh,2013
Winner,Muhammad Sajid Qureshi,MQM,40613,52.02,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
2,Zareena Sarwar,PTI,17781,22.78,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
3,Hafiz Naeem Ur Rehman,JI,6441,8.25,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
4,Abdur Rauf,MDM,5149,6.6,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
5,Syed Zahid Ali Shah,PML-N,2366,3.03,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
6,Dilbar Wali Doghani,PPPP,1147,1.47,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
7,Qayyum Khan,IND,779,1,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
8,Moulana Zareen Shah,IND,208,0.27,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
9,Syed Minhajuddin,IND,25,0.03,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
10,Jawaid Shoukat,IND,19,0.02,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
11,Saleem Khan,IND,12,0.02,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
12,Suleman Khan,IND,9,0.01,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
13,Syed Asif Ali,PFP-Falah,8,0.01,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
14,Faisal Tasleem,IND,7,0.01,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
15,Najam Idrees Khan,IND,5,0.01,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
16,Habibullah,IND,4,0.01,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
17,Haji Aziz Ur Rehman Gujjar,IND,3,0,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
18,Dr. Qari Sadaqat Ali Khan,IND,3,0,151050,74585,3489,52%,PS-103 Karachi-XV,Sindh,2013
Winner,Rehan Zafar,MQM,63609,69.44,162399,88762,2728,56%,PS-104 Karachi-XVI,Sindh,2013
2,Siddiqullah,PTI,17505,19.11,162399,88762,2728,56%,PS-104 Karachi-XVI,Sindh,2013
3,Syed Wajih Hassan,JI,6063,6.62,162399,88762,2728,56%,PS-104 Karachi-XVI,Sindh,2013
4,Muhammad Arif Hussain Qureshi,PPPP,967,1.06,162399,88762,2728,56%,PS-104 Karachi-XVI,Sindh,2013
5,Muhammad Asif Raza,PST,477,0.52,162399,88762,2728,56%,PS-104 Karachi-XVI,Sindh,2013
6,Asif Hameed Khan,IND,67,0.07,162399,88762,2728,56%,PS-104 Karachi-XVI,Sindh,2013
7,Shahana Sohail,IND,58,0.06,162399,88762,2728,56%,PS-104 Karachi-XVI,Sindh,2013
8,Sohail Ahmed Jameel,IND,51,0.06,162399,88762,2728,56%,PS-104 Karachi-XVI,Sindh,2013
9,Zahid Muhammad,IND,42,0.05,162399,88762,2728,56%,PS-104 Karachi-XVI,Sindh,2013
10,Abdul Rauf Khan,IND,18,0.02,162399,88762,2728,56%,PS-104 Karachi-XVI,Sindh,2013
11,Muhammad Zahid Khan,IND,14,0.02,162399,88762,2728,56%,PS-104 Karachi-XVI,Sindh,2013
Winner,Khalid Bin Vilayat,MQM,71353,65.6,189722,100299,8478,57%,PS-105 Karachi-XVII,Sindh,2013
2,Muhammad Jawed Jeelani,PTI,20588,18.93,189722,100299,8478,57%,PS-105 Karachi-XVII,Sindh,2013
3,Muhammad Farooq Naimatullah,JI,7470,6.87,189722,100299,8478,57%,PS-105 Karachi-XVII,Sindh,2013
4,Shakeel Ahmed,PPPP,482,0.44,189722,100299,8478,57%,PS-105 Karachi-XVII,Sindh,2013
5,S M Farooq,IND,328,0.3,189722,100299,8478,57%,PS-105 Karachi-XVII,Sindh,2013
6,Monem Zafar Khan,IND,29,0.03,189722,100299,8478,57%,PS-105 Karachi-XVII,Sindh,2013
7,Muhammad Yousuf,IND,22,0.02,189722,100299,8478,57%,PS-105 Karachi-XVII,Sindh,2013
8,Muhammad Sohaib Farooqui,IND,16,0.01,189722,100299,8478,57%,PS-105 Karachi-XVII,Sindh,2013
9,Muhammad Ashraf Hussain,IND,11,0.01,189722,100299,8478,57%,PS-105 Karachi-XVII,Sindh,2013
Winner,Muhammad Iftikhar Alam,MQM,75181,83.62,177091,88180,1725,51%,PS-106 Karachi-XVIII,Sindh,2013
2,Sultan Ahmad,PTI,11329,12.6,177091,88180,1725,51%,PS-106 Karachi-XVIII,Sindh,2013
3,Muhammad Mustaqeem Qureshi,JUP-Noorani,965,1.07,177091,88180,1725,51%,PS-106 Karachi-XVIII,Sindh,2013
4,Zohaib Hassan Khan,PPPP,545,0.61,177091,88180,1725,51%,PS-106 Karachi-XVIII,Sindh,2013
5,Muhammad Zubair Yaseen,IND,61,0.07,177091,88180,1725,51%,PS-106 Karachi-XVIII,Sindh,2013
6,Shahabuddin,IND,51,0.06,177091,88180,1725,51%,PS-106 Karachi-XVIII,Sindh,2013
7,Kamran Qaiser,IND,48,0.05,177091,88180,1725,51%,PS-106 Karachi-XVIII,Sindh,2013
Winner,Muhammad Azeem Farooqi,MQM,71625,86.96,141496,81140,1233,58%,PS-107 Karachi-XIX,Sindh,2013
2,Muhammad Shahid Bikik,IND,4870,5.91,141496,81140,1233,58%,PS-107 Karachi-XIX,Sindh,2013
3,Muhammad Mustaqeem Qureshi,JUP-Noorani,2488,3.02,141496,81140,1233,58%,PS-107 Karachi-XIX,Sindh,2013
4,Abdul Waheed Chhutto,PPPP,979,1.19,141496,81140,1233,58%,PS-107 Karachi-XIX,Sindh,2013
5,Ali Asghar Bikik,IND,377,0.46,141496,81140,1233,58%,PS-107 Karachi-XIX,Sindh,2013
6,Nadir Ali Khan,APML,317,0.38,141496,81140,1233,58%,PS-107 Karachi-XIX,Sindh,2013
7,Muhammad Zubair Yaseen,IND,193,0.23,141496,81140,1233,58%,PS-107 Karachi-XIX,Sindh,2013
8,Mirza Muhammad Ishaque Tamori,IND,148,0.18,141496,81140,1233,58%,PS-107 Karachi-XIX,Sindh,2013
9,Moizuddin,IND,139,0.17,141496,81140,1233,58%,PS-107 Karachi-XIX,Sindh,2013
Winner,Muhammad Jawaid,PPPP,31335,45.18,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
2,Muhammad Imran,PTI,17162,24.74,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
3,Haji Adam,IND,7137,10.29,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
4,Fazalur Rehman,JI,6152,8.87,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
5,Mehboob,PML-F,2320,3.34,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
6,Muhammad Saleem,MQM,2262,3.26,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
7,Tajuddin Siddiqui,SIC,1133,1.63,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
8,Ghinva Bhutto,PPP-SB,218,0.31,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
9,Muhammad Rizwan Khan,MQMP,69,0.1,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
10,Syed Akbar,IND,69,0.1,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
11,Muhammad Ali,IND,43,0.06,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
12,Najma Meenai,APML,35,0.05,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
13,Muhammad Farooq Awan,IND,30,0.04,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
14,Abdul Sattar Suriya,IND,29,0.04,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
15,Muhammad Shahid,IND,27,0.04,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
16,Tanveer Khan Jadoon,IND,23,0.03,159615,68038,1314,43%,PS-108 Karachi-XX,Sindh,2013
Winner,Saniya,PPPP,53926,80.67,135921,66242,602,49%,PS-109 Karachi-XXI,Sindh,2013
2,Sultan Bahadur Khan,PML-N,9872,14.77,135921,66242,602,49%,PS-109 Karachi-XXI,Sindh,2013
3,Azher Salam,MQM,1825,2.73,135921,66242,602,49%,PS-109 Karachi-XXI,Sindh,2013
4,Saleh Muhammad,PPP-SB,411,0.61,135921,66242,602,49%,PS-109 Karachi-XXI,Sindh,2013
5,Muhammad Aslam,IND,124,0.19,135921,66242,602,49%,PS-109 Karachi-XXI,Sindh,2013
6,Saifullah Baloch,IND,84,0.13,135921,66242,602,49%,PS-109 Karachi-XXI,Sindh,2013
Winner,Muhammad Dilawar,MQM,46663,62.61,143129,73027,1504,52%,PS-110 Karachi-XXII,Sindh,2013
2,Yousuf Naz,PPPP,16655,22.35,143129,73027,1504,52%,PS-110 Karachi-XXII,Sindh,2013
3,Abdul Razzak Sangani,JUP-Noorani,4471,6,143129,73027,1504,52%,PS-110 Karachi-XXII,Sindh,2013
4,Anwar Shah,IND,1740,2.33,143129,73027,1504,52%,PS-110 Karachi-XXII,Sindh,2013
5,Muhammad Hanif,IND,1249,1.68,143129,73027,1504,52%,PS-110 Karachi-XXII,Sindh,2013
6,Shahzad Ali Gazdar,PML-F,1138,1.53,143129,73027,1504,52%,PS-110 Karachi-XXII,Sindh,2013
